Date,MMM_Volume,MMM_Close,AOS_Volume,AOS_Close,ABT_Volume,ABT_Close,ABBV_Volume,ABBV_Close,ACN_Volume,ACN_Close,ADBE_Volume,ADBE_Close,AMD_Volume,AMD_Close,AES_Volume,AES_Close,AFL_Volume,AFL_Close,A_Volume,A_Close,XLK_Volume,XLK_Close,XLF_Volume,XLF_Close,XLI_Volume,XLI_Close,XLV_Volume,XLV_Close,XLY_Volume,XLY_Close,XLP_Volume,XLP_Close,XLU_Volume,XLU_Close,XLRE_Volume,XLRE_Close,XLC_Volume,XLC_Close,XLE_Volume,XLE_Close,XLB_Volume,XLB_Close,SPY_Volume,SPY_Close,sp500_Volume,sp500_Close
2018-02-26,3691813,154.47463989257812,906000,57.27457809448242,5364200,52.24959182739258,4473500,85.5466537475586,1782800,145.16294860839844,2418700,212.14999389648438,42265200,12.420000076293945,10759900,7.809269428253174,3636400,37.64667892456055,5947400,66.32304382324219,21594400,32.00473403930664,55124200,25.287076950073242,8623300,68.54397583007812,6266100,75.15877532958984,7796800,49.32822799682617,10100400,43.831871032714844,27209800,19.36492919921875,2436200,23.36628532409668,,,24312800,24.260961532592773,6509000,26.067659378051758,86491400,244.5980682373047,3436590000,2779.60009765625
2018-02-27,2126847,152.34869384765625,1038100,56.54814910888672,6747700,52.266845703125,4754300,83.23800659179688,1820800,143.23313903808594,2330800,208.82000732421875,55975300,12.529999732971191,22078300,8.384687423706055,4519400,37.32728576660156,3370500,64.83834838867188,25581200,31.68172836303711,72752100,25.04755210876465,11019300,67.6822738647461,7460700,74.3759536743164,12569200,48.28438186645508,9832600,43.25482177734375,36402400,19.056324005126953,5371800,22.865741729736328,,,26931400,23.945472717285156,11837200,25.707731246948242,99099200,241.54393005371094,3752070000,2744.280029296875
2018-02-28,2943834,149.0142364501953,1150300,55.510414123535156,8325700,52.07695770263672,6660000,81.52763366699219,2002200,141.8761749267578,2356900,209.1300048828125,43387500,12.109999656677246,10198400,8.12313461303711,4329200,36.86685562133789,3289200,64.45305633544922,30464000,31.455623626708984,65254700,24.696815490722656,16203900,66.71614837646484,6279000,73.184326171875,12098800,48.06730651855469,13726400,42.80599594116211,23892200,18.9251708984375,3312500,22.83540916442871,,,35244000,23.395130157470703,11141400,25.250402450561523,121907800,239.0970458984375,4244570000,2713.830078125
2018-03-01,4170572,146.37571716308594,1521800,53.66844177246094,9711900,50.74760818481445,7148900,80.12696838378906,3005400,137.59371948242188,2632200,206.02999877929688,63207400,11.899999618530273,9875400,8.19039249420166,4533600,36.36082077026367,2401800,63.3160400390625,42973600,30.9342041015625,82467900,24.269092559814453,35549400,65.41057586669922,12720300,72.01881408691406,19060600,47.55000686645508,27808600,42.70982360839844,43182600,18.929027557373047,5627200,22.72164535522461,,,45950000,23.36008071899414,19925000,24.992095947265625,176855100,235.620361328125,4514490000,2677.669921875
2018-03-02,3483709,145.761962890625,1064400,53.51277542114258,7979200,51.32596206665039,5439700,80.97158813476562,2960100,138.7833251953125,2624700,209.7899932861328,58123500,11.8100004196167,7723600,8.11566162109375,5099400,36.29860305786133,2057300,63.4382209777832,38392200,31.22951889038086,78991200,24.32897186279297,27076400,65.39313507080078,11206000,72.74942779541016,14530800,47.59619903564453,25965400,43.07047653198242,33714200,18.87887954711914,4863200,22.64580726623535,,,29157800,23.4687442779541,16019400,24.966693878173828,139083200,236.83497619628906,3891250000,2691.25
2018-03-05,2673419,147.3058624267578,947200,54.3170166015625,9000400,52.111480712890625,3975700,81.40798950195312,1936800,139.97288513183594,2111800,211.16000366210938,43734800,11.90999984741211,12072500,8.205336570739746,3981400,36.60554504394531,1890900,63.475765228271484,21777800,31.547916412353516,58952100,24.671154022216797,23038400,66.176513671875,11028800,73.41049194335938,9988000,48.164310455322266,18859700,43.44716262817383,31000800,19.26462745666504,2574200,22.96433448791504,,,25663000,23.717636108398438,13161200,25.296979904174805,97307400,239.57237243652344,3733640000,2720.93994140625
2018-03-06,2500956,147.84365844726562,966000,54.72345733642578,6620000,52.55170822143555,3650500,80.63375091552734,2352500,139.2502899169922,2169000,212.00999450683594,46751200,11.760000228881836,8263100,8.16797161102295,3276200,36.82538986206055,2944600,64.00200653076172,20303800,31.617124557495117,49746100,24.773807525634766,18536300,66.47245025634766,9573300,73.30612182617188,15151800,48.496864318847656,20784300,43.479225158691406,41416000,19.006174087524414,11143400,23.055347442626953,,,31355800,23.731647491455078,17615000,25.57646369934082,79213200,240.1796417236328,3389030000,2728.1201171875
2018-03-07,2647705,149.05218505859375,802100,55.363407135009766,7726500,52.905616760253906,5286200,80.7463607788086,3176200,139.70849609375,2795100,216.86000061035156,127603200,12.239999771118164,7118300,8.070821762084961,6128800,36.821231842041016,3125800,65.49613189697266,22219600,31.792463302612305,41530200,24.731033325195312,13625400,66.46376037597656,6868200,73.68013000488281,10527400,48.168922424316406,12592900,43.08650588989258,33357600,18.86344337463379,19120500,23.1539363861084,,,24725200,23.552875518798828,16786600,25.483301162719727,87063500,240.0915985107422,3406690000,2726.800048828125
2018-03-08,2338419,149.5393829345703,1204300,55.81309509277344,5245800,53.406272888183594,6179400,82.35816955566406,3093200,139.66444396972656,2284400,216.39999389648438,76011200,11.970000267028809,5443800,8.100713729858398,3290200,37.32728576660156,2453400,65.63705444335938,15248000,31.9309024810791,50803000,24.80802345275879,10849100,66.81189727783203,6403000,74.17588806152344,8073000,48.32134246826172,10725100,43.479225158691406,24517600,19.0023136138916,2200900,23.335952758789062,,,16026600,23.545856475830078,10334600,25.504480361938477,66901200,241.25343322753906,3206040000,2738.969970703125
2018-03-09,2201716,152.70933532714844,758800,57.49942398071289,8184400,54.89961624145508,5835600,83.9629898071289,2988000,142.31678771972656,2642300,221.11000061035156,89674400,11.699999809265137,5797300,8.108189582824707,3613800,38.02827835083008,2061200,66.83987426757812,24685000,32.535377502441406,54595700,25.406843185424805,13092600,68.28287506103516,8253100,75.2457046508789,7249400,49.06957244873047,11486800,43.759735107421875,26197000,19.056324005126953,2277300,23.48763084411621,,,22786200,23.99455451965332,11726400,25.966039657592773,113625300,245.4518585205078,3376870000,2786.570068359375
2018-03-12,2572955,151.7286376953125,656900,57.31781768798828,8858500,54.9168815612793,4892900,83.26618194580078,2105000,142.4753875732422,3216900,220.94000244140625,83748700,11.520000457763672,7481000,8.025984764099121,3446000,37.67571258544922,2049400,66.44518280029297,27012400,32.63688278198242,51784500,25.321292877197266,11093600,67.43860626220703,5760200,74.92391967773438,8513200,49.231231689453125,10915700,43.6795768737793,32463600,19.13733673095703,3270400,23.601394653320312,,,18972000,23.987548828125,9550400,25.90251922607422,71924800,245.14385986328125,3216960000,2783.02001953125
2018-03-13,2403840,150.317626953125,654700,56.971893310546875,6428500,54.55434036254883,5403200,84.28675842285156,2742200,143.18031311035156,4732000,219.75999450683594,174302600,11.640000343322754,5786400,7.973674774169922,5045600,37.64253616333008,1728100,66.41702270507812,27618800,32.263126373291016,47049400,25.038991928100586,11518800,67.10783386230469,6400700,75.01959228515625,11325800,48.884822845458984,12406100,43.647525787353516,37745000,19.179765701293945,2837200,23.677228927612305,,,21461800,23.81578254699707,12138400,25.796655654907227,91968900,243.55947875976562,3324290000,2765.31005859375
2018-03-14,2678681,148.24229431152344,432800,56.470333099365234,5162100,54.26084518432617,3556100,83.7166519165039,2214800,141.86737060546875,3357600,218.44000244140625,80540800,11.359999656677246,4334800,7.99609375,4053200,37.418540954589844,1866300,65.70283508300781,27762800,32.235435485839844,57278900,24.756704330444336,11626200,66.37670135498047,9416400,74.6542739868164,10245400,48.82478713989258,13519000,43.206722259521484,38264600,19.376506805419922,3261600,23.722736358642578,,,22696400,23.67556381225586,10858800,25.47906494140625,105895100,242.30967712402344,3394630000,2749.47998046875
2018-03-15,2117518,149.2419891357422,713400,56.41843795776367,3364900,54.02778244018555,5812400,80.8941879272461,1840300,143.50633239746094,4457000,218.8699951171875,66373900,11.460000038146973,9498900,7.988619327545166,3513200,37.3397216796875,2530400,65.94715881347656,23002800,32.25391387939453,47451600,24.7652530670166,8362700,66.5682144165039,5883100,74.5324935913086,7679600,48.773983001708984,9280100,42.902164459228516,42135600,19.36492919921875,3602400,23.722736358642578,,,24817000,23.552875518798828,10470600,25.144542694091797,83433000,242.0456085205078,3543710000,2747.330078125
2018-03-16,5810168,150.09622192382812,1012200,56.76435470581055,11840900,54.53708267211914,8879300,80.03547668457031,4018600,141.77044677734375,8783000,225.5500030517578,37591000,11.470000267028809,7325800,8.100713729858398,8094200,37.5346794128418,3378100,65.68404388427734,24404600,32.22057342529297,61278200,24.786714553833008,10840000,66.92388916015625,7067700,74.5324935913086,6693600,48.723026275634766,9629100,42.9174919128418,39512600,19.534812927246094,2807500,23.847082138061523,,,28685200,23.76292610168457,11053000,25.142841339111328,100343700,242.30801391601562,5429140000,2752.010009765625
2018-03-19,3135553,146.514892578125,638600,56.383846282958984,5286200,53.742919921875,8598900,78.8530044555664,1890000,141.532470703125,4029300,222.17999267578125,53308600,11.430000305175781,5646600,8.048402786254883,4998900,37.08256149291992,2639400,65.1578140258789,39736800,31.581811904907227,52145000,24.606412887573242,10845700,66.40826416015625,7190200,73.32799530029297,11454800,48.11618423461914,10714700,42.498390197753906,43379200,19.414297103881836,4095700,23.610597610473633,,,29050000,23.395771026611328,12682400,24.781530380249023,109208400,239.02955627441406,3327460000,2712.919921875
