Date,CHRW_Volume,CHRW_Close,EHC_Volume,EHC_Close,DHI_Volume,DHI_Close,LW_Volume,LW_Close,FAST_Volume,FAST_Close,THG_Volume,THG_Close,ATO_Volume,ATO_Close,TGT_Volume,TGT_Close,WCC_Volume,WCC_Close,AMG_Volume,AMG_Close,XLK_Volume,XLK_Close,XLF_Volume,XLF_Close,XLI_Volume,XLI_Close,XLV_Volume,XLV_Close,XLY_Volume,XLY_Close,XLP_Volume,XLP_Close,XLU_Volume,XLU_Close,XLRE_Volume,XLRE_Close,XLC_Volume,XLC_Close,XLE_Volume,XLE_Close,XLB_Volume,XLB_Close,SPY_Volume,SPY_Close,sp500_Volume,sp500_Close,days,week
2022-07-12,1229200,88.58619689941406,330600,46.733375549316406,4406500,71.62358856201172,1602400,69.18604278564453,9406400,22.638633728027344,182800,132.0750274658203,519200,101.99060821533203,3132800,127.33575439453125,593000,102.62782287597656,268300,114.85694122314453,16553400,62.824527740478516,38211000,29.63425064086914,8018000,82.11400604248047,9280400,121.01664733886719,14874400,68.49784851074219,11032200,65.67697143554688,19140800,31.190383911132812,3978300,35.9515266418457,4103500.0,52.79876708984375,64690200,30.27614402770996,13606800,33.7056884765625,62219200,361.9261169433594,3817210000,3818.800048828125,922,758
2022-07-13,1095700,86.99563598632812,899000,46.8303337097168,4012000,71.0074462890625,1938600,68.26258850097656,17174800,21.180416107177734,185200,132.358154296875,565300,101.28849029541016,2769000,128.11093139648438,630600,101.07534790039062,191500,112.98861694335938,15162600,62.659271240234375,51441600,29.37183380126953,9498600,81.11412048339844,9296500,119.84172058105469,14236200,69.05939483642578,13851600,65.72221374511719,38159200,31.061016082763672,5314500,35.75847244262695,4924000.0,52.55860900878906,58978000,30.227813720703125,19998800,33.51091384887695,84224600,360.0254211425781,4109390000,3801.780029296875,923,758
2022-07-14,805900,87.36128234863281,890600,46.38432693481445,3844300,69.92924499511719,1260000,68.98081970214844,11239000,21.438547134399414,303700,125.58997344970703,748200,101.14259338378906,2976000,128.85968017578125,363300,98.91160583496094,218600,112.77880096435547,13728800,63.23283767700195,57782300,28.809513092041016,6825200,80.65190124511719,7784800,119.49393463134766,10515200,69.00129699707031,10801700,65.77651977539062,18925000,31.061016082763672,4305800,35.407470703125,4174000.0,51.8957405090332,73273600,29.656553268432617,15012400,32.89411926269531,89704800,359.1510925292969,4199690000,3790.3798828125,924,758
2022-07-15,1424700,90.02133178710938,858200,47.79990768432617,2651500,70.71864318847656,1046400,68.65434265136719,8924400,21.75555419921875,234300,124.99628448486328,1145500,102.03620910644531,3831500,129.19436645507812,304800,101.14327239990234,162900,116.48548889160156,13529200,64.3459243774414,59650200,29.78420066833496,7855600,81.91590881347656,9684800,122.37954711914062,7519600,70.11470031738281,9300100,65.99365997314453,17484200,31.119007110595703,3126600,35.97785568237305,4048200.0,53.231082916259766,59920600,30.139923095703125,10334000,33.40888214111328,79060400,366.01263427734375,4143800000,3863.159912109375,925,758
2022-07-18,863400,90.0853271484375,379100,47.36359786987305,2772700,69.86184692382812,891100,68.23458099365234,8650800,21.6876220703125,230900,122.16480255126953,927700,102.03620910644531,4362700,131.56385803222656,372400,100.59020233154297,189400,114.6670913696289,9897600,63.72377014160156,38671600,29.671733856201172,6282000,81.42539978027344,7047700,119.79472351074219,8042600,70.31800842285156,8473600,65.35128021240234,15422000,30.686302185058594,4191200,35.62685012817383,3790900.0,52.962093353271484,51453600,30.829822540283203,7533400,33.48772430419922,63203600,362.9905700683594,4046870000,3830.85009765625,928,759
2022-07-19,1361100,92.26087951660156,650700,48.11985778808594,3543000,71.508056640625,1670900,69.65245819091797,7510600,21.963869094848633,173900,125.09675598144531,1029600,103.46781921386719,3155900,135.0872802734375,610700,106.51869201660156,205500,120.34200286865234,12330600,65.66805267333984,40568000,30.562074661254883,7326900,84.33074951171875,6585700,121.83438873291016,8840000,72.4721908569336,8729100,66.03890228271484,22715400,30.882577896118164,3414900,36.609657287597656,3235800.0,54.84501266479492,48776400,31.77897071838379,11284800,34.50798797607422,78506000,372.7983093261719,4041070000,3936.68994140625,929,759
2022-07-20,1103000,93.01045227050781,695000,47.69324493408203,6164200,70.35282135009766,845700,69.59647369384766,5821800,21.9593448638916,177700,126.42118072509766,1193500,101.85382843017578,3248100,137.8531036376953,588800,109.90501403808594,174000,121.80071258544922,12537200,66.69365692138672,38507700,30.674537658691406,8260600,84.98162078857422,7599500,120.63127899169922,9340400,73.66303253173828,10232000,65.59556579589844,34085200,30.47218132019043,3630300,36.425384521484375,5639600.0,55.74805450439453,41849400,32.08656311035156,9383400,34.56827926635742,71843800,375.1741638183594,4185300000,3959.89990234375,930,759
2022-07-21,940300,92.67223358154297,645900,47.69324493408203,6413500,73.00020599365234,889800,70.11885833740234,6304200,22.081613540649414,189800,127.38021850585938,706400,102.6927490234375,3105200,139.75575256347656,446200,110.38045501708984,222200,121.46100616455078,12957600,67.63176727294922,40561800,30.871347427368164,5899300,85.59477233886719,9507700,122.5393295288086,10763200,75.3476333618164,11944800,65.79461669921875,26029400,30.55247688293457,5243600,36.802711486816406,6391000.0,55.71923065185547,43159200,31.524105072021484,9401800,35.05984878540039,64903900,378.99462890625,4132790000,3998.949951171875,931,759
2022-07-22,727700,93.2298355102539,1016200,48.46889877319336,4016500,74.5019760131836,763200,69.91361999511719,5185200,21.945755004882812,137000,126.2110595703125,588700,103.35838317871094,2779800,138.9453887939453,439800,109.29373168945312,191000,120.60177612304688,10583600,66.6985092163086,25741200,30.693283081054688,5969800,85.32122039794922,8657100,122.03176879882812,7794600,74.91197204589844,9369800,66.22889709472656,19543000,30.971799850463867,3791600,37.08350372314453,3765800.0,53.78826904296875,40836400,31.264841079711914,10807400,34.80942153930664,72197300,375.478271484375,3979240000,3961.6298828125,932,759
2022-07-25,879200,92.24261474609375,564900,48.12956237792969,2807900,72.54774475097656,1934800,69.8296890258789,6353600,21.87329864501953,140700,128.33926391601562,830500,104.6532211303711,2328000,138.72520446777344,289900,110.72005462646484,187700,121.43103790283203,13951200,66.275634765625,24699300,30.890094757080078,6154900,85.72683715820312,5489000,122.67092895507812,9123400,74.26812744140625,8157500,66.55461120605469,17292000,31.359891891479492,3131300,37.10984802246094,2894300.0,53.605751037597656,39112000,32.4117317199707,7729800,34.953189849853516,53631500,375.9344482421875,3568340000,3966.840087890625,935,760
